Nick,Message,Timestamp
ram99a,yo wat catch,2019-01-22 22:38:19
luduvir,oohh,2019-01-22 22:38:20
dyveklykan,cute.,2019-01-22 22:38:22
margflower,good try tegan,2019-01-22 22:38:23
cupsandlantern,you'll always be my greatest stimulation...,2019-01-22 22:38:25
drakooooon,ikya,2019-01-22 22:38:25
toratora_tt,stimulation,2019-01-22 22:38:28
bitstorm_,sorry what?,2019-01-22 22:38:29
metalunamutant2000,"the only ainley performance which was proper acting was survival, the only time jnt allowed ainley to play the role straight",2019-01-22 22:38:33
mistersp00n,"whoah, tegan just stright up tried to kill him",2019-01-22 22:38:34
lodane,is that roy dotrice?! ahahaha,2019-01-22 22:38:37
fr4gal0t,discord?,2019-01-22 22:38:38
seanpbrody,another mistake doctor,2019-01-22 22:38:39
erniefenix23,"so if pewdiepie is the master, who is the doctor?",2019-01-22 22:38:43
lancelive,he's not wrong,2019-01-22 22:38:43
xeneri,damn morals,2019-01-22 22:38:46
poxun1,another mistake doctor,2019-01-22 22:38:47
spidweb,moral scruples? in the last episode he shoved an old lady through a porthole into deep space!,2019-01-22 22:38:49
itsjayfolks,"he was fantastic in survival,",2019-01-22 22:38:53
captainjotaro,"i can't wait to see the animated ""the macra terror"".",2019-01-22 22:38:54
dimfringes,what is he holding again?,2019-01-22 22:38:58
comanderskittles,nggnnnnnhhh,2019-01-22 22:39:02
bigbadbull2000,@metalunamutant2000 ainley was pretty good in the five doctors,2019-01-22 22:39:05
lancelive,@spidweb she couldn't die though,2019-01-22 22:39:09
toratora_tt,in sooth,2019-01-22 22:39:10
mistersp00n,@erniefenix23 t-series?,2019-01-22 22:39:20
bitstorm_,that's his tardis by any chahcn?,2019-01-22 22:39:21
peaeyeennkay,"no, no, don't put me in my tardis.",2019-01-22 22:39:21
damage_inc_1,wee are not merciful :d,2019-01-22 22:39:25
toratora_tt,tardis,2019-01-22 22:39:26
cmc12345678war910111213,@captainjotaro <3,2019-01-22 22:39:31
glennrules,yes the doctor sensed it was the master showing the new series adds up,2019-01-22 22:39:33
marmoteador,aligator,2019-01-22 22:39:41
dimfringes,jefery with one f,2019-01-22 22:39:43
erniefenix23,we are not merciful!!!!,2019-01-22 22:39:45
mclarenmercedes_,i don't understand why the doctor wouldn't let the master be killed,2019-01-22 22:39:49
ooevil_goatoo369,fakeout,2019-01-22 22:39:49
bigbadbull2000,"""warm favors""",2019-01-22 22:39:51
ram99a,foiled,2019-01-22 22:39:57
valeyard_x,bogus,2019-01-22 22:39:57
reratch,:d,2019-01-22 22:40:00
vonghorst,oh jeez,2019-01-22 22:40:03
orree,"cooome, my demon...",2019-01-22 22:40:03
metalunamutant2000,@bigbadbull2000 i'll admit 5 simply because its only time ainleys master tries to do good -- and gets immediately shot down by everyone,2019-01-22 22:40:04
laura_page,oh no,2019-01-22 22:40:04
strawberryrosegarden,oh my god,2019-01-22 22:40:08
tharwania,:D,2019-01-22 22:40:08
oobilliejoeoo,iron maiden! *air guitar*,2019-01-22 22:40:09
zennythetroll,magiccccc,2019-01-22 22:40:09
babu_02,what if the doctor and the master were siblings,2019-01-22 22:40:11
antaries7,just get played,2019-01-22 22:40:13
ram99a,evil snickering,2019-01-22 22:40:13
erniefenix23,got'em!,2019-01-22 22:40:15
fr4gal0t,him again?,2019-01-22 22:40:15
drakooooon,:d,2019-01-22 22:40:17
troyisimba,this master is so cool,2019-01-22 22:40:21
bitstorm_,hehehehehehehehe,2019-01-22 22:40:22
comanderskittles,tora why haven we bean baned from chat :d,2019-01-22 22:40:22
southernuk,double bamboozled,2019-01-22 22:40:24
vivtheimplier,bamboozled,2019-01-22 22:40:25
mitsukara,"ooh, his tardis has black walls now",2019-01-22 22:40:28
sans358,ha got em,2019-01-22 22:40:30
vonghorst,guys this marathon is almost over...what will we do,2019-01-22 22:40:35
metalunamutant2000,another joke stolen by bill and ted,2019-01-22 22:40:37
itinerys4,"gosh i love the master, an iron maiden as his tardis, just like him x)",2019-01-22 22:40:38
toratora_tt,i am,2019-01-22 22:40:38
kinhalchemist,:d,2019-01-22 22:40:41
brickie78,he's not the king! he's a very naughty boy,2019-01-22 22:40:50
drakooooon,:d i ser,2019-01-22 22:40:51
cmc12345678war910111213,@glennrules i think timelords can block other timelords from sensing if they in advance and wanting to keep his identity secret,2019-01-22 22:40:53
fr4gal0t,"@babu_02 there was an episode, or maybe the 1996 movie, that was hinted at.",2019-01-22 22:40:55
troyisimba,@vonghorst despair,2019-01-22 22:40:55
dendenium,hes a very naughty boy,2019-01-22 22:41:00
taiki14x,@vonghorst cry,2019-01-22 22:41:17
fr4gal0t,aw ok,2019-01-22 22:41:20
ooevil_goatoo369,bill & ted 3 coming true,2019-01-22 22:41:21
lwells94ffc,dont want to see the sixth doctor,2019-01-22 22:41:23
sincerelysulu,i prefer tardis myself,2019-01-22 22:41:27
reratch,everyone seems so calm besides of what just happend,2019-01-22 22:41:27
antaries7,@babu_02 supposed to be but they are close. their choices as time lords separates,2019-01-22 22:41:27
bitstorm_,oh geoffrey!,2019-01-22 22:41:28
valeyard_x,the master flies with the brakes on as well?,2019-01-22 22:41:32
captainjotaro,"the master was originally going to be the personification of the doctor's dark side, but then delgado died.",2019-01-22 22:41:41
jonendorf,master returns :|,2019-01-22 22:41:42
glennrules,do you think the master will return in new who?,2019-01-22 22:41:42
lwells94ffc,can we go back a week to the third?,2019-01-22 22:41:42
kineticpause,fill her,2019-01-22 22:41:46
lyk2,is this that game of thrones everybody keeps talking about?,2019-01-22 22:41:53
lancelive,this jailer :d,2019-01-22 22:41:55
toratora_tt,"sad that roger delgado met an untimely end but thank the for anthony ainley,his master is excellent",2019-01-22 22:41:56
metalunamutant2000,"@cmc12345678war910111213 in nuwho eccleston he can sense if any timelords were alive and there are none, meaning he can only sense in a general way, not specific names",2019-01-22 22:42:00
mclarenmercedes_,"@valeyard_x that line about the ""brakes"" is complete rubbish, one of the worst lines on doctor who ever",2019-01-22 22:42:12
mitsukara,"@glennrules the master did return in new who in the david tennant days, unless you mean again",2019-01-22 22:42:15
pup314,no this is downton abbey,2019-01-22 22:42:16
mrkaharvey,this is a time where the actually goes well and planned perfectly,2019-01-22 22:42:18
kigf,go master go go go,2019-01-22 22:42:24
spectra_twilight,he is the evil one.,2019-01-22 22:42:28
poxun1,we shal see,2019-01-22 22:42:31
jonendorf,@glennrules master is too legendary character. he will return sooner or later :),2019-01-22 22:42:34
glennrules,i mean again,2019-01-22 22:42:39
widerbeets,@toratora_tt also you can tell ainley loves the part,2019-01-22 22:42:39
vivtheimplier,squirre tegan,2019-01-22 22:42:40
kineticpause,squire,2019-01-22 22:42:43
pup314,he also returned as missy in capaldi era,2019-01-22 22:42:46
drakooooon,:d words,2019-01-22 22:43:00
toratora_tt,he was born for this role,2019-01-22 22:43:02
fr4gal0t,knight doctor,2019-01-22 22:43:04
cmc12345678war910111213,"@glennrules the master never dies, always showing up alive somehow",2019-01-22 22:43:04
jphamlore,except are there a lot of time lords in exile on earth? like the monk who helped the 3rd doctor regenerate?,2019-01-22 22:43:05
strawberryrosegarden,sir doctor :d,2019-01-22 22:43:07
kigf,i hope the master saves the king,2019-01-22 22:43:11
reratch,sir doctor :p,2019-01-22 22:43:11
metalunamutant2000,"@toratora_tt the thing is if deldago had lived, they would have killed off the master at the end d3's era anyway, so we'd never see him again.",2019-01-22 22:43:12
babu_02,wasnt missy supposed to be the rani,2019-01-22 22:43:13
mdozeren,sir doctor,2019-01-22 22:43:13
fr4gal0t,sir who,2019-01-22 22:43:13
luduvir,sir docktor,2019-01-22 22:43:14
jphamlore,and the guy in shada?,2019-01-22 22:43:16
comanderskittles,@toratora_tt stop making me fix up sheats on the mataess,2019-01-22 22:43:17
kineticpause,sir doctor,2019-01-22 22:43:18
sans358,arise sir loin of beef,2019-01-22 22:43:18
cupsandlantern,she's got a boy's haircut... cant blame for thinking she's his squire,2019-01-22 22:43:18
jive_turkey1999,sir doctor tpdrwhosmiley,2019-01-22 22:43:19
howel,:p,2019-01-22 22:43:21
mclarenmercedes_,sir doctor of tardis,2019-01-22 22:43:21
matics27,:d,2019-01-22 22:43:26
southernuk,sir lord the doctor,2019-01-22 22:43:27
caldyz74,just coz its old dosent mean you cant spoil .,2019-01-22 22:43:35
mightyjone,sir doctor of who,2019-01-22 22:43:36
captainjotaro,the master is like the joker and the daleks. he always comes back.,2019-01-22 22:43:40
sans358,arise earl of cloves,2019-01-22 22:43:41
kigf,"so where did the master get extra regenerations, or is missi earlier? because last time the master claimed he was his last regeneration",2019-01-22 22:43:47
fr4gal0t,were any of the actors who played the doctor ever knighted??,2019-01-22 22:43:50
toratora_tt,"sorry love,let me do it",2019-01-22 22:43:52
sans358,arise quarter of ten,2019-01-22 22:43:53
toratora_tt,satin ok ?,2019-01-22 22:44:06
savoymills,@fr4gal0t john hurt i think,2019-01-22 22:44:09
creamypjg,illusion 100,2019-01-22 22:44:11
dyveklykan,master was brought back for the time war.,2019-01-22 22:44:15
mightyjone,sir gwen of vere,2019-01-22 22:44:26
doomcoalition,@fr4gal0t john hurt was knighted before his role,2019-01-22 22:44:27
fr4gal0t,oh yes john hurt,2019-01-22 22:44:28
margflower,im kinda surprised tom baker hasn't been knighted.,2019-01-22 22:44:30
illusivevetinari,"@kigf the time lords presumably gave the master more regens in the time war, so they could use him as a soldier",2019-01-22 22:44:33
captainjotaro,@kigf apparently the master was granted a new regeneration cycle during the time war.,2019-01-22 22:44:34
drakooooon,:d,2019-01-22 22:44:35
glennrules,great thing about sci fi when things dont add up you can make ur own theories up and maybe right,2019-01-22 22:44:39
caldyz74,john hurt was not dr who,2019-01-22 22:44:45
kigf,ah so this is still pre time war,2019-01-22 22:44:45
pup314,in a tower at the top of the castle,2019-01-22 22:44:46
kineticpause,music,2019-01-22 22:44:51
fr4gal0t,the war doctor,2019-01-22 22:44:51
troyisimba,@margflower he hasn't? well i guess there is still some time for it,2019-01-22 22:45:00
jonendorf,@kigf it's not officially cleared but there is theory that when time war started time lords gave master new set of renerations.,2019-01-22 22:45:02
drakooooon,:d this castle have wifi?,2019-01-22 22:45:03
comanderskittles,yasss torakins,2019-01-22 22:45:05
sans358,wheres shrek? :d,2019-01-22 22:45:07
kigf,first time seeing the older dr who,2019-01-22 22:45:10
illusivevetinari,"@kigf yeah, the time war is from nuwho only",2019-01-22 22:45:18
captainjotaro,@kigf everything before the 8th doctor is pre-time war.,2019-01-22 22:45:24
bitstorm_,quite so,2019-01-22 22:45:27
margflower,at least ringo was finally knighted,2019-01-22 22:45:37
antaries7,@babu_02 rani got caught up into stuff. should see when 6 comes in. plus i think that actress passed too,2019-01-22 22:45:47
creamypjg,new who scrub,2019-01-22 22:45:50
metalunamutant2000,and of course 5 isnt being shown where its stated explicitly that time lords can grant entire new regeneration cycles.,2019-01-22 22:45:54
toratora_tt,my true love,2019-01-22 22:46:01
comanderskittles,@kigf enjoy the show,2019-01-22 22:46:05
drakooooon,:d magna carta is actually interesting,2019-01-22 22:46:09
kigf,thanks,2019-01-22 22:46:25
glennrules,great thing about sci fi when things dont add up you can make ur own theories up and maybe right,2019-01-22 22:46:31
mightyjone,the masterplan,2019-01-22 22:46:35
brickie78,that is a literal set of bolt-ons,2019-01-22 22:46:36
zennythetroll,hes the master :|,2019-01-22 22:46:37
jonendorf,lord master :d,2019-01-22 22:46:41
ram99a,i like how you can just show up and be lord whatsoever,2019-01-22 22:46:45
cjmac_,sir lord master,2019-01-22 22:46:48
margflower,poor misguided medieval family...,2019-01-22 22:46:53
bitstorm_,sir the master,2019-01-22 22:46:56
comanderskittles,oh tora stop im geting har,2019-01-22 22:46:59
creamypjg,what episode is this,2019-01-22 22:47:01
ram99a,i knight all of thee in chat as lord so and so from henceforth,2019-01-22 22:47:03
mightyjone,hes the master of his domain,2019-01-22 22:47:07
kigf,sir doctor demon of who,2019-01-22 22:47:11
toratora_tt,my lord sir master,2019-01-22 22:47:21
costia,lord master vs sir demon,2019-01-22 22:47:21
happycu1234,sir lord master esquire... the third,2019-01-22 22:47:23
brickie78,@ram99a knight or lord?,2019-01-22 22:47:27
zennythetroll,from henceforth?,2019-01-22 22:47:28
mightyjone,sir mas of ter,2019-01-22 22:47:30
oobilliejoeoo,and so the crusades began!,2019-01-22 22:47:31
captainjotaro,lord master sounds kind of redundant.,2019-01-22 22:47:45
sincerelysulu,tegan wearing a blanket?? :(,2019-01-22 22:47:50
hobbitdude13,@ram99a my first order is that every friday is free pizza day,2019-01-22 22:47:51
ooevil_goatoo369,kate o'hara (rani) dead 2014,2019-01-22 22:47:58
janisku7,sir doctor,2019-01-22 22:48:05
happycu1234,sir lord master esquire the third of cheem,2019-01-22 22:48:09
kigf,doctor demon,2019-01-22 22:48:10
draugur_,huzzah hobbitdude13,2019-01-22 22:48:11
spectra_twilight,sir demon.,2019-01-22 22:48:12
ram99a,"and every wednesday, i am hungry",2019-01-22 22:48:12
terry_cooper,sir master of bate,2019-01-22 22:48:16
glennrules,the doctor didnt sense the master was missy,2019-01-22 22:48:17
ram99a,"wait, it's tuesday",2019-01-22 22:48:19
margflower,@hobbitdude13 all hail pizza day!,2019-01-22 22:48:21
redh3n,twitch this been 9n for too long. :( where is pokemon or yugiho,2019-01-22 22:48:23
jonendorf,"sir doctor, lord master, now we need blackadder :d",2019-01-22 22:48:23
samael75,3rd would ikea all,2019-01-22 22:48:25
spectra_twilight,sir demon of doctor.,2019-01-22 22:48:26
elkestra,he's better in top secret! :),2019-01-22 22:48:26
ram99a,rip,2019-01-22 22:48:26
vivtheimplier,rip,2019-01-22 22:48:27
kigf,"it is not sir demon, it is doctor demon",2019-01-22 22:48:28
drakooooon,:d kay kay,2019-01-22 22:48:29
toratora_tt,yikes,2019-01-22 22:48:29
megaryulong,f,2019-01-22 22:48:30
troyisimba,f,2019-01-22 22:48:31
metalunamutant2000,sir master magister keller thascales melkur portreeve khalid estram xiii,2019-01-22 22:48:33
vanguardveteran52,f,2019-01-22 22:48:34
mightyjone,lord sir queen king boss master,2019-01-22 22:48:35
creamypjg,@ooevil_goatoo369 you mean kate o'mara,2019-01-22 22:48:39
shabby_mcstabby,f,2019-01-22 22:48:40
southernuk,lord percy percy,2019-01-22 22:48:40
mogunsnammo,loves whipping his sword out that young guy,2019-01-22 22:48:45
creamypjg,f,2019-01-22 22:48:45
mogunsnammo,we have your engine demon,2019-01-22 22:48:53
captainjotaro,2nd doctor would panic.,2019-01-22 22:48:58
toratora_tt,pokemon was last seen falling with aldric,2019-01-22 22:49:00
brickie78,that was indeed quite a shot,2019-01-22 22:49:02
ooevil_goatoo369,@creamypjg oops!,2019-01-22 22:49:05
mogunsnammo,boo yaaaa hatch plots yo,2019-01-22 22:49:10
mightyjone,tinfoiled,2019-01-22 22:49:11
creamypjg,@ooevil_goatoo369 its ok,2019-01-22 22:49:23
draugur_,read the schedule redh3n and stop,2019-01-22 22:49:24
reppter99,tegan is grill,2019-01-22 22:49:24
kigf,demon,2019-01-22 22:49:29
xeneri,"get in that tardis, tegan",2019-01-22 22:49:30
sayhellotindog,rabbits !,2019-01-22 22:49:35
happycu1234,nyaaaahaaahaaaa,2019-01-22 22:49:36
dyveklykan,she's at it again.,2019-01-22 22:49:36
jeff_brewer,"just finished watching nuwho on netflix, and thought i would check here for classic who. this must have been going for a while now...",2019-01-22 22:49:40
kineticpause,yoink,2019-01-22 22:49:41
drakooooon,:d this feels rushed,2019-01-22 22:49:45
costia,vanished :(,2019-01-22 22:49:53
reppter99,she even knows how to pilot the tardis tegan has to be the grill,2019-01-22 22:49:58
happycu1234,@jeff_brewer since like the 15th or so i think,2019-01-22 22:50:02
southernuk,been a while since we had a cliffhanger lads,2019-01-22 22:50:06
drjoshua1963,kamelion time!,2019-01-22 22:50:07
jonendorf,@jeff_brewer currently on 5th doctor,2019-01-22 22:50:11
antaries7,block and report any pokemon or chat spam bots,2019-01-22 22:50:11
creamypjg,@jeff_brewer classic who is on britbox,2019-01-22 22:50:12
illusivevetinari,"@jeff_brewer yeah, we are in the 80es now",2019-01-22 22:50:13
savoymills,what a tune,2019-01-22 22:50:13
hobbitdude13,there once was a hero named ragnar the red!,2019-01-22 22:50:15
glennrules,brewer welcome,2019-01-22 22:50:16
sabanem42,at the last chance saloonnnnnnn,2019-01-22 22:50:16
spidweb,we sing in praise of the last chance saloon!,2019-01-22 22:50:17
toratora_tt,sourpls,2019-01-22 22:50:20
ckormac,oh,2019-01-22 22:50:22
captainjotaro,kamelion!,2019-01-22 22:50:23
creamypjg,kamelion,2019-01-22 22:50:23
jonendorf,robot :|,2019-01-22 22:50:24
kinhalchemist,:),2019-01-22 22:50:24
butchima,:),2019-01-22 22:50:28
strawberryrosegarden,:),2019-01-22 22:50:28
valeyard_x,:d whut?,2019-01-22 22:50:29
southernuk,jeebus how horrifying,2019-01-22 22:50:30
kigf,demon!,2019-01-22 22:50:30
jive_turkey1999,kamelion!!,2019-01-22 22:50:30
mattinat0r,:p,2019-01-22 22:50:31
spectra_twilight,steel demon.,2019-01-22 22:50:31
fr4gal0t,chameleon!!,2019-01-22 22:50:32
creamypjg,yes,2019-01-22 22:50:32
monzo_tx,slap it,2019-01-22 22:50:33
rihaplaysgames,kamelion!!!,2019-01-22 22:50:34
bitstorm_,kewl!,2019-01-22 22:50:35
mrkaharvey,introducing kamelion...don't get used to him,2019-01-22 22:50:35
vivtheimplier,your majesty seems in need,2019-01-22 22:50:36
howel,sourpls :(,2019-01-22 22:50:37
creamypjg,robo boi,2019-01-22 22:50:39
mclarenmercedes_,oh god not this silly robot,2019-01-22 22:50:39
xeneri,oh kamelion. why do you exist? we could have had k9,2019-01-22 22:50:41
sayhellotindog,robert,2019-01-22 22:50:41
horribulus,:),2019-01-22 22:50:43
toratora_tt,dr disrespect,2019-01-22 22:50:43
spidweb,we now introduce: boring k-9!,2019-01-22 22:50:45
genericherooo,@jeff_brewer in mexico there isn't doctor who in netflix. =(,2019-01-22 22:50:53
cjmac_,karma karma karma kamelion,2019-01-22 22:50:53
manticorain,"oh, kamilion problem",2019-01-22 22:50:53
jeff_brewer,wonder why i didnt get a notification...,2019-01-22 22:50:59
glennrules,this is the master brewer,2019-01-22 22:51:03
happycu1234,moon prism power make-up!,2019-01-22 22:51:06
mogunsnammo,wow,2019-01-22 22:51:06
dude_wheres_my_tardis,perception filter hmmm,2019-01-22 22:51:09
captainjotaro,kamelion. the companion you forgot existed.,2019-01-22 22:51:09
vascof2001,ur magesty seems a need of a dokter,2019-01-22 22:51:10
comanderskittles,oooooo tora,2019-01-22 22:51:12
margflower,you come and go....you come and gooooooooo,2019-01-22 22:51:13
happycu1234,seriously it's a magical girl robot,2019-01-22 22:51:14
draugur_,"kamekion was going to be in more eps, but the guy that made him died shortly after this, it was a very complex prop and was hard to control",2019-01-22 22:51:19
mogunsnammo,graphics,2019-01-22 22:51:19
creamypjg,ohhhh,2019-01-22 22:51:24
quiksand,nice lute bro,2019-01-22 22:51:25
spidweb,"""kamelion, look like zoe in her sparkly catsuit."" ""noooo doctor! not again!""",2019-01-22 22:51:26
gridbug,if it could only sing,2019-01-22 22:51:30
ram99a,the two doctors,2019-01-22 22:51:34
kigf,look my demon,2019-01-22 22:51:34
jonendorf,copy doctor :|,2019-01-22 22:51:37
oobilliejoeoo,master runs disney confirmed,2019-01-22 22:51:40
ram99a,the two,2019-01-22 22:51:42
southernuk,double master,2019-01-22 22:51:45
goldrhapsody,westworld,2019-01-22 22:51:45
creamypjg,aaaaaaaaaaaaaaaaaaaaaaa,2019-01-22 22:51:51
dyveklykan,the robot that couldn't.,2019-01-22 22:51:52
lancelive,they're still pals :d,2019-01-22 22:51:53
pup314,brave heart tegan!,2019-01-22 22:51:57
southernuk,this is getting out of hand now there are two of,2019-01-22 22:52:02
illusivevetinari,masterly,2019-01-22 22:52:05
laura_page,i was so fascinated by kamelion when i was a kid,2019-01-22 22:52:06
howel,:(,2019-01-22 22:52:11
dude_wheres_my_tardis,stroking it,2019-01-22 22:52:13
gumblejack,kamelion is poorly used in the series but he has some great appearances in novels like the bucephalus and imperial moon.,2019-01-22 22:52:16
antaries7,he who serves 2,2019-01-22 22:52:17
quiksand,bad king john :(,2019-01-22 22:52:30
metebelis3,on paper kamelion was cool.,2019-01-22 22:52:31
draugur_,they put kamelion in new who,2019-01-22 22:52:38
terry_cooper,ruggish!,2019-01-22 22:52:39
xeneri,"please stop touching kamelion like that, master",2019-01-22 22:52:43
kigf,we want king demon,2019-01-22 22:52:53
happycu1234,"ah yes, that picture in the black archive",2019-01-22 22:52:57
laura_page,ill leave it as that to not give constant spoilers....,2019-01-22 22:53:02
captainjotaro,kamelion was going to be the new k-9.,2019-01-22 22:53:02
c141c130,if they make a fully robotic dalek for resolution they should be able to rebuild kamelion,2019-01-22 22:53:03
dyveklykan,mind battle.,2019-01-22 22:53:03
creamypjg,master you nasty boi,2019-01-22 22:53:04
mrkaharvey,"this thing was a real robot, impressive really, but couldn't move at all really",2019-01-22 22:53:04
kineticpause,wits,2019-01-22 22:53:06
wuschj,i just realized the dr really loves his,2019-01-22 22:53:20
jonendorf,i wanna you,2019-01-22 22:53:21
spidweb,caitiff is medieval english for hamfisted bun vendor.,2019-01-22 22:53:25
betapuddi,i want to you,2019-01-22 22:53:28
adomnom,turlough is always so well dressed,2019-01-22 22:53:29
brickie78,this is pretty much what actually *did* happen to king john. his barons tried to replace him with louis of france,2019-01-22 22:53:31
butchima,f,2019-01-22 22:53:33
comanderskittles,@toratora_tt i see my ex has made a s*x robot,2019-01-22 22:53:36
cjmac_,rip,2019-01-22 22:53:37
samael75,f,2019-01-22 22:53:38
quiksand,yell real loud,2019-01-22 22:53:39
rafael_de8,nice last words,2019-01-22 22:53:40
creamypjg,doctah,2019-01-22 22:53:44
creamypjg,f,2019-01-22 22:53:51
metebelis3,wonder what happened to the kamelion robot.,2019-01-22 22:53:54
toratora_tt,only for you my love,2019-01-22 22:53:57
oobilliejoeoo,you cant mend people,2019-01-22 22:54:08
mistersp00n,kamelian powered by a nugget of purest green,2019-01-22 22:54:16
captainjackscodpiece,the most incoherent story saddled with another wonky robot prop,2019-01-22 22:54:18
creamypjg,can you,2019-01-22 22:54:19
arimaniv,it looks bored,2019-01-22 22:54:19
babu_02,real robot,2019-01-22 22:54:25
xeneri,tegan - so done with all this,2019-01-22 22:54:29
vivtheimplier,retard,2019-01-22 22:54:36
fr4gal0t,"that is a ""real"" robot.. not someone in a costume.. at least this version",2019-01-22 22:54:40
pup314,captain petard,2019-01-22 22:54:41
kineticpause,petard,2019-01-22 22:54:48
creamypjg,what is episode called?,2019-01-22 22:54:51
fr4gal0t,make it so,2019-01-22 22:54:56
arimaniv,make it so,2019-01-22 22:54:57
jonendorf,no camellion no,2019-01-22 22:54:57
toratora_tt,hoist on your own petard,2019-01-22 22:54:57
happycu1234,petard hoist inbound...,2019-01-22 22:54:57
samael75,:),2019-01-22 22:55:01
drakooooon,:d,2019-01-22 22:55:02
kineticpause,hehehe,2019-01-22 22:55:07
laura_page,weird the stream keeps freezing on me,2019-01-22 22:55:08
metalunamutant2000,"@draugur_ also jnt had kamelion described to him as fully articulate & he had visions of something like c3po - but his articulation was basically sitting, turning his head and eyes and moving his mouth so....",2019-01-22 22:55:10
ram99a,master snorted,2019-01-22 22:55:11
happycu1234,@creamypjg i think it's the king's demons,2019-01-22 22:55:14
southernuk,@mistersp00n oh god purest green :d,2019-01-22 22:55:17
horribulus,:),2019-01-22 22:55:19
toratora_tt,your what is weak?,2019-01-22 22:55:21
bitstorm_,the master always looks the same even tho the dr has changed many times,2019-01-22 22:55:25
captainjotaro,doctor: my previous life lasted much longer than me.,2019-01-22 22:55:29
creamypjg,@happycu1234 ok,2019-01-22 22:55:31
wuschj,nothing like having a small goal there master,2019-01-22 22:55:32
captainjackscodpiece,i missed enlightenment and tegan in fancy dress,2019-01-22 22:55:36
hernco,"missy, this is never going to work.",2019-01-22 22:55:42
voldsrud,that's a petarded,2019-01-22 22:55:46
mentalmidgetslayer,stealing the monk's m.o,2019-01-22 22:55:47
moneyjuicedaddy,regenerate already,2019-01-22 22:55:58
fr4gal0t,turdlow,2019-01-22 22:56:01
metalunamutant2000,"so when jnt realized that no it's not going to work, k was basically forgotten until planet fo fire",2019-01-22 22:56:06
creamypjg,missy should have been the rani,2019-01-22 22:56:07
draugur_,oh they should of done more of a c3po costume metalunamutant2000,2019-01-22 22:56:09
comanderskittles,how sad my ex made a robot to love,2019-01-22 22:56:13
quiksand,id go with ainley over davison,2019-01-22 22:56:14
arimaniv,change my dear and not a moment too soon,2019-01-22 22:56:22
captainjotaro,kamelion only gets up when he's transformed.,2019-01-22 22:56:23
spidweb,my giddy aunt! the caitiff was hoisted on his petard! gear!,2019-01-22 22:56:29
spectra_twilight,mind battle!,2019-01-22 22:56:33
jonendorf,mind akidaaa,2019-01-22 22:56:35
happycu1234,mind war,2019-01-22 22:56:35
spectatorlo_ol,staring contest,2019-01-22 22:56:37
sunshift,:),2019-01-22 22:56:38
bitstorm_,lolzzzz,2019-01-22 22:56:40
poxun1,will this story never end,2019-01-22 22:56:42
mclarenmercedes_,contact,2019-01-22 22:56:44
fr4gal0t,brain fight,2019-01-22 22:56:45
kigf,kill both of sir kamelion,2019-01-22 22:56:45
captainjackscodpiece,"warriors of the deep, lost classic, cheesier than the french countryside, or both?",2019-01-22 22:56:47
