Nick,Message,Timestamp
mogunsnammo,sloooooow talking,2019-01-22 23:20:29
seanpbrody,"us dod literately has critical software on 8"" floppies",2019-01-22 23:20:32
robojoro,sea lab,2019-01-22 23:20:33
mortenvmusic,i disagree,2019-01-22 23:20:36
drakooooon,:),2019-01-22 23:20:44
mylegssusan,@quiksand they were cute and funny together in black orchid <3,2019-01-22 23:20:46
huygens2000,big finish = my whole paycheck,2019-01-22 23:20:47
michaeljayfoxy,@creamypjg they're free on a lot of streaming services,2019-01-22 23:20:48
trekkie313,margret thatcher is to blame for this episode being rushed,2019-01-22 23:20:48
toratora_tt,"i dont want nyssas voice,only her corporeal shell",2019-01-22 23:20:49
pup314,on a $500 dollar budget the effects and costumes are,2019-01-22 23:20:50
death2gnomes,do not disagree you are wrong!,2019-01-22 23:20:54
the_bunk_,two thousand and eighty four!,2019-01-22 23:21:01
wuschj,all their uniforms are different how do we the redshirts?,2019-01-22 23:21:03
bitstorm_,what type tardis the master have?,2019-01-22 23:21:04
mylegssusan,2084 :0,2019-01-22 23:21:07
kineticpause,2084,2019-01-22 23:21:10
quiksand,@mylegssusan :),2019-01-22 23:21:11
roaminganon,i like the modern silurians 1000% times better. give me madame vastra any day. :d,2019-01-22 23:21:12
mortenvmusic,london 2084,2019-01-22 23:21:15
jive_turkey1999,2084,2019-01-22 23:21:16
dyveklykan,delayed for a conservative landslide.,2019-01-22 23:21:18
metalunamutant2000,"what if kamelion is actually tegan and/or turlugh in next few stories, while real tegan/turlough are sleeping in tardis and missed the adventure",2019-01-22 23:21:20
comanderskittles,@toratora_tt just take me you adoreballe lad,2019-01-22 23:21:20
pup314,oh no it is the oxygen destroyer!,2019-01-22 23:21:24
huygens2000,"wait, did they just predict that the cold war still would be going on?",2019-01-22 23:21:27
kamekazieguy,hexachromite? foreshadowing,2019-01-22 23:21:36
captainjackscodpiece,@roaminganon most definitely,2019-01-22 23:21:39
laura_page,"i actually like all of the 80's dalek stories they are different but they have a unique appeal, remembrance being the by far",2019-01-22 23:21:40
death2gnomes,its a tandi 2084 beta 2,2019-01-22 23:21:40
mogunsnammo,@metalunamutant2000 idea,2019-01-22 23:21:45
mikasnape,there's quite a few big finish on spotify,2019-01-22 23:21:47
dyveklykan,"yes, it is a gloomy but realistic outlook.",2019-01-22 23:21:51
metalunamutant2000,"@huygens2000 wait, the cold war ended?",2019-01-22 23:21:51
creamypjg,got to go,2019-01-22 23:21:56
mylegssusan,"@roaminganon shes isnt even a character, just a mouthpiece for moffat quips :|",2019-01-22 23:22:00
captainjackscodpiece,chekov's hexacrhromite gas,2019-01-22 23:22:02
the_bunk_,@roaminganon i would like to see one of these old-school silurians in a lesbian relationship with a victorian maid,2019-01-22 23:22:02
toratora_tt,apparently there is a sale on of tom baker big finish stuff till the 24 jan,2019-01-22 23:22:03
mitsukara,"gray, black, and red uniform looks especially nice, very nes",2019-01-22 23:22:03
thedoctoroftheuniverse,well no surprise here doctor who lost at the nta 2019,2019-01-22 23:22:04
arbitrary_dmz,sink operator?,2019-01-22 23:22:05
metalunamutant2000,@mogunsnammo and that is how fan theories are born,2019-01-22 23:22:08
spectatorlo_ol,she is the doctor.,2019-01-22 23:22:15
death2gnomes,its now the warm war @metalunamutant2000,2019-01-22 23:22:17
cabbage61,:(,2019-01-22 23:22:18
toratora_tt,if only i could my love,2019-01-22 23:22:22
kigf,"maybe he will die during treatment, who knows",2019-01-22 23:22:24
captainjackscodpiece,@the_bunk_ see the shape of water,2019-01-22 23:22:25
dexuzpl,pokemon has changed?,2019-01-22 23:22:27
luduvir,beep beep,2019-01-22 23:22:31
metalunamutant2000,eyeshadow +100,2019-01-22 23:22:38
blasphemous1968,probe him,2019-01-22 23:22:40
the_bunk_,@captainjackscodpiece :d,2019-01-22 23:22:41
kamekazieguy,global war-warming,2019-01-22 23:22:42
death2gnomes,disco disc,2019-01-22 23:22:45
spectatorlo_ol,umds,2019-01-22 23:22:50
mitsukara,if only they wore uniforms like this on seaquest dsv,2019-01-22 23:22:50
kigf,and itis in enemy hands,2019-01-22 23:22:51
sunshift,"spoiler: she will let this disc out of her sight, and it will get into enemy hands",2019-01-22 23:22:54
toratora_tt,10/1 shes the master,2019-01-22 23:22:57
serenity39,matrix,2019-01-22 23:23:01
kamekazieguy,"wow, there was in that shot",2019-01-22 23:23:02
laura_page,ewwww,2019-01-22 23:23:03
drakooooon,:),2019-01-22 23:23:04
thedoctoroftheuniverse,must be awfully warm wearing that pvc stuff,2019-01-22 23:23:12
elkestra,"well, they got quite some names in doctor who - that was ingird pitt :d",2019-01-22 23:23:13
metalunamutant2000,@kamekazieguy :d,2019-01-22 23:23:19
elkestra,*ingrid,2019-01-22 23:23:20
dyveklykan,what's going through his mind?,2019-01-22 23:23:25
crayzcrinkle,why she plug an an old audio jack into his head :d,2019-01-22 23:23:27
sprokkit,because cds are the future,2019-01-22 23:23:28
comanderskittles,pretentd to torakins,2019-01-22 23:23:33
lordveneral,going into the matrix,2019-01-22 23:23:35
toratora_tt,hi tech,2019-01-22 23:23:37
pup314,fyi bbc studios are unheated due to the lights exploding when they oveer heat,2019-01-22 23:23:49
laura_page,"ingrid pitt, again? same actress from time monster",2019-01-22 23:23:52
serenity39,hello mr anderson,2019-01-22 23:23:54
metalunamutant2000,this may be the only who story ever with boom mike shadows visible,2019-01-22 23:23:57
kamekazieguy,love the music to this story.,2019-01-22 23:24:02
djloekee27,they should upload a program for how to solve a rubik's cube,2019-01-22 23:24:10
kamekazieguy,"oooh, i feel a cliffhanger coming on",2019-01-22 23:24:16
captainjackscodpiece,@laura_page what a difference a decade makes,2019-01-22 23:24:21
techgambino,davidson era got the music,2019-01-22 23:24:22
mitsukara,"turlough, you doofus",2019-01-22 23:24:27
the_bunk_,@pup314 i bet they just tell people that because they don't want to pay for the central heating bill haha,2019-01-22 23:24:34
kamekazieguy,radiophonic workshop ruled,2019-01-22 23:24:42
seanpbrody,i want all those monitors,2019-01-22 23:24:44
toratora_tt,is this pokemon?,2019-01-22 23:24:44
dyveklykan,we must act. fast.,2019-01-22 23:24:45
wings0102,ingrid pitt - the queen of hammer horror,2019-01-22 23:24:54
death2gnomes,o thats a vidal sassoon cut!,2019-01-22 23:24:57
mortenvmusic,wow not many people watching,2019-01-22 23:24:58
kineticpause,preston,2019-01-22 23:25:01
sunshift,"we are actors, after all",2019-01-22 23:25:03
mogunsnammo,tremendous,2019-01-22 23:25:07
kamekazieguy,we must act. that's what you're paid for!,2019-01-22 23:25:11
mitsukara,green brown and red uniform doesn't look as good as the others,2019-01-22 23:25:12
happycu1234,muahahah,2019-01-22 23:25:13
drakooooon,:),2019-01-22 23:25:22
mogunsnammo,it worked,2019-01-22 23:25:22
dyveklykan,not many at the time either.,2019-01-22 23:25:23
laura_page,well shes dressed very differently & her is in opposite world here,2019-01-22 23:25:23
legendarystooge,"damn, i missed the 4th doctors regeneration episode",2019-01-22 23:25:25
pup314,naw it is real because it happened duirng several filmings of dw most notibly the pilot unearthly child. it ieven set off the sprinklers. :d,2019-01-22 23:25:36
kamekazieguy,looks like they've lost their way from the dr no set,2019-01-22 23:25:44
toratora_tt,nice checking,2019-01-22 23:25:48
mortenvmusic,tegan we must give up,2019-01-22 23:25:51
dyveklykan,"in lime grove, yes!",2019-01-22 23:25:54
pathics,professional fortnite gameplay come check me out thank you so much drop a follow!,2019-01-22 23:26:05
toratora_tt,ready to vvanker?,2019-01-22 23:26:10
mylegssusan,teletubbies siluruans,2019-01-22 23:26:15
koren_,"@pathics, get out kid :(",2019-01-22 23:26:18
mogunsnammo,sweeeeet,2019-01-22 23:26:19
lordveneral,all the budget went into this set,2019-01-22 23:26:21
mylegssusan,sea devils :|,2019-01-22 23:26:24
cosmic_irony,@pathics never,2019-01-22 23:26:25
death2gnomes,welcome to ignore @pathics,2019-01-22 23:26:30
sayhellotindog,am i the only person to really like sabalom glitz ?,2019-01-22 23:26:43
death2gnomes,loser,2019-01-22 23:26:46
monzo_tx,don't fall doctor,2019-01-22 23:26:49
falkani,:),2019-01-22 23:26:51
kamekazieguy,@death2gnomes who?,2019-01-22 23:26:53
wolfoffenric,@sayhellotindog no you're not,2019-01-22 23:27:03
mortenvmusic,warriors of the deep,2019-01-22 23:27:05
metebelis3,cool,2019-01-22 23:27:06
comanderskittles,@toratora_tt yes im ash you are gary who are together for some resen,2019-01-22 23:27:09
mortenvmusic,sea devils,2019-01-22 23:27:16
mylegssusan,@sayhellotindog glitz is a fan favourite :|,2019-01-22 23:27:23
metalunamutant2000,"@sayhellotindog nah, i think glitz is great i could easily see him in nuwho",2019-01-22 23:27:24
dyveklykan,or not.,2019-01-22 23:27:27
sprokkit,hours.,2019-01-22 23:27:32
0uchthathurt,egg salad,2019-01-22 23:27:32
southernuk,madness? this is doctor who,2019-01-22 23:27:34
mikasnape,i like glitz,2019-01-22 23:27:35
cleotheya,when i say run...,2019-01-22 23:27:36
toratora_tt,predestiny sweetums,2019-01-22 23:27:36
mogunsnammo,run!,2019-01-22 23:27:38
sayhellotindog,yes!,2019-01-22 23:27:41
dude_wheres_my_tardis,ikea,2019-01-22 23:27:42
michaeljayfoxy,@metalunamutant2000 except he's dead,2019-01-22 23:27:45
edmendo,tpktkr2 run tpdrwhosmiley,2019-01-22 23:27:46
seanpbrody,when i say run run run,2019-01-22 23:27:47
mortenvmusic,ikea,2019-01-22 23:27:48
hailfiretank,"real life chernobyl footage (1984, colourised)",2019-01-22 23:27:51
dyveklykan,a bit more heavy handed this year.,2019-01-22 23:27:52
mitsukara,tripkea,2019-01-22 23:27:53
jive_turkey1999,"""when i say run, run""",2019-01-22 23:27:53
mogunsnammo,i liked sabalom glitz he was cool,2019-01-22 23:27:53
metalunamutant2000,dont knock over teh entire set,2019-01-22 23:27:54
docmemory,he said run!,2019-01-22 23:27:56
thatstheguythere,such a sturdy building,2019-01-22 23:27:58
alexis__w,bodied,2019-01-22 23:27:58
shibz777,space 1999,2019-01-22 23:27:59
sprokkit,f,2019-01-22 23:28:00
jummells,:d poor doc,2019-01-22 23:28:01
dyveklykan,backflip,2019-01-22 23:28:01
gatoreyez,:d,2019-01-22 23:28:01
spectatorlo_ol,:( too young,2019-01-22 23:28:02
mogunsnammo,murkage,2019-01-22 23:28:02
wolfievii,ikeaaa,2019-01-22 23:28:03
peaeyeennkay,f,2019-01-22 23:28:03
drakooooon,:),2019-01-22 23:28:03
dude_wheres_my_tardis,:| he ded,2019-01-22 23:28:07
cosmic_irony,f,2019-01-22 23:28:07
jummells,f,2019-01-22 23:28:07
realmadamstan,who stunt evah,2019-01-22 23:28:08
southernuk,regeneration time?,2019-01-22 23:28:08
mylegssusan,oh no he drown after 5 seconds :(,2019-01-22 23:28:09
evonneo1975,whoa,2019-01-22 23:28:11
savoymills,f,2019-01-22 23:28:11
metalunamutant2000,colin baker incoming,2019-01-22 23:28:12
jive_turkey1999,no doctor no tpdrwhoshock tpdrwhoshock,2019-01-22 23:28:12
metebelis3,instant death!!!!!!!!!!!!!!,2019-01-22 23:28:13
peaeyeennkay,mccoy incoming,2019-01-22 23:28:14
0uchthathurt,moon base alpha,2019-01-22 23:28:15
laura_page,f,2019-01-22 23:28:15
vivtheimplier,:d,2019-01-22 23:28:15
wolfievii,f,2019-01-22 23:28:15
samael75,f,2019-01-22 23:28:16
bitstorm_,but we was holding a gun,2019-01-22 23:28:17
thatstheguythere,don't listen to turlough! that's exactly what he wants to happen!,2019-01-22 23:28:17
brymir8,wat,2019-01-22 23:28:20
sunshift,instantly drowned?,2019-01-22 23:28:21
jummells,worst way to die,2019-01-22 23:28:21
kigf,nuclear doctot demon?,2019-01-22 23:28:22
dude_wheres_my_tardis,colin! save us!,2019-01-22 23:28:22
coffeefilter,please don't ever change 80's,2019-01-22 23:28:22
edmendo,tpdrwhoshock rip,2019-01-22 23:28:25
adomnom,f,2019-01-22 23:28:25
kineticpause,drowned,2019-01-22 23:28:26
wuschj,i think you giving up a bit to early there furlogh,2019-01-22 23:28:26
b_the1,underwater hanger,2019-01-22 23:28:26
khanivore,f,2019-01-22 23:28:28
jummells,:d,2019-01-22 23:28:28
mitsukara,"""he's drowned""?? that'd be awfully fast",2019-01-22 23:28:29
death2gnomes,"""d ed dead"":",2019-01-22 23:28:29
ifics,"drowned, no. lethal radiation for a human, yes",2019-01-22 23:28:31
woodielam1889,f,2019-01-22 23:28:31
vivtheimplier,purple credits?,2019-01-22 23:28:31
mogunsnammo,face it tegan hes drowned lolz he just gives up!?!?,2019-01-22 23:28:31
shibz777,sink hanger,2019-01-22 23:28:31
metalunamutant2000,"the enormous cricket coat weighed him down, he ded",2019-01-22 23:28:38
lumborak,armed guards ever,2019-01-22 23:28:39
pup314,ye of little experience the doctor never dies.,2019-01-22 23:28:40
mogunsnammo,memes pls,2019-01-22 23:28:42
cleotheya,is turlough still trying to kill the doctor?,2019-01-22 23:28:44
savoymills,turlough is stupid that way,2019-01-22 23:28:46
mortenvmusic,turlough the pessimist,2019-01-22 23:28:46
sunshift,i mean there is something you can do and that is keep his head above water..,2019-01-22 23:28:49
livinginvideo,"you cant cpr people, can you!",2019-01-22 23:28:50
lordveneral,@ifics good thing he ain't human then,2019-01-22 23:28:55
bitstorm_,but two hearts sooo......,2019-01-22 23:28:55
meeko300,stypid,2019-01-22 23:28:56
toratora_tt,turlough only too ready to see doc dead,2019-01-22 23:29:01
kamekazieguy,that was the last part in the current series. you can visit and exhibition of some old tat from the show in blackpool. next up bergerac,2019-01-22 23:29:03
death2gnomes,:d,2019-01-22 23:29:05
elkestra,"face it, tegan... if you don't get onwith your lines, he'll have to come up for air, and we'll have to do the whole take again!",2019-01-22 23:29:07
cleotheya,@livinginvideo :d,2019-01-22 23:29:07
pup314,nope turlough is done with the black guardian,2019-01-22 23:29:10
drakooooon,:) meme is fall meme,2019-01-22 23:29:12
mogunsnammo,@livinginvideo :d,2019-01-22 23:29:12
latta69,go watch latta69,2019-01-22 23:29:12
ardyn5,mend status of,2019-01-22 23:29:19
mylegssusan,if the doc regenerated underwater would he keep dying from suffication?,2019-01-22 23:29:21
dude_wheres_my_tardis,hes drowned! *holding the doctor underwater*,2019-01-22 23:29:24
arbitrary_dmz,celery is natures life buoy,2019-01-22 23:29:30
bitstorm_,where is k9,2019-01-22 23:29:34
toratora_tt,next up pokemon 104897,2019-01-22 23:29:36
