Nick,Message,Timestamp
draugur_,at least it's only a parter jovetne,2019-01-22 22:10:58
ram99a,forget the essay watch the marathon,2019-01-22 22:10:58
hayleymdraws,is this galavant?,2019-01-22 22:11:00
glennrules,this is a short story guys 45 mins,2019-01-22 22:11:01
chilledgrizzly,@khrin_sco banging tune,2019-01-22 22:11:04
monzo_tx,two parterm,2019-01-22 22:11:05
hzarim,more meed! rageface,2019-01-22 22:11:05
qwurky1,the master,2019-01-22 22:11:06
majestyc2k1,dilly dilly,2019-01-22 22:11:06
danfan69,ren faire,2019-01-22 22:11:06
reeve2,steve howe in the background,2019-01-22 22:11:08
caldyz74,the height challenged person :d,2019-01-22 22:11:09
ram99a,mah lawd,2019-01-22 22:11:10
vivtheimplier,you speak treason doctor? fluently!,2019-01-22 22:11:10
roaminganon,"if you think davison's trailer is less friendly to the actor, just wait for colin's :d",2019-01-22 22:11:12
hobbitdude13,game of thrones season 8 looks,2019-01-22 22:11:15
mistersp00n,@scotchcraft :d,2019-01-22 22:11:18
toratora_tt,"good luck scotch,is this necessary?",2019-01-22 22:11:18
elkestra,"well, i'm stepping away to cook some late dinner... back in a bit",2019-01-22 22:11:23
monzo_tx,two episodes?,2019-01-22 22:11:26
ezco81,what glorious acting!,2019-01-22 22:11:29
comedyfish_twitch,there's a new bf audio with chameleon in it -this month's i think - i'm only haf way through it but seems ok,2019-01-22 22:11:30
drakooooon,you can experience camelot for 99.99,2019-01-22 22:11:30
cmc12345678war910111213,@mitsukara :( ya and no brigadear epic moment of payback spoilers,2019-01-22 22:11:36
ram99a,you insult the king,2019-01-22 22:11:36
margflower,for shame,2019-01-22 22:11:39
drakooooon,:),2019-01-22 22:11:40
ezco81,you insult the king?!,2019-01-22 22:11:41
mitsukara,"i kind of like peter davison / the fifth doctor; he's not my favorite but he's got an appeal, he seems ordinary and approachable and human",2019-01-22 22:11:43
jovetne,@monzo_tx yes,2019-01-22 22:11:45
dimfringes,are you so craven ?!?,2019-01-22 22:11:46
gridbug,acting!,2019-01-22 22:11:54
monzo_tx,@jovetne thanks,2019-01-22 22:11:56
hayleymdraws,throw down,2019-01-22 22:11:57
luduvir,my lord,2019-01-22 22:12:01
ram99a,so much acting,2019-01-22 22:12:01
laura_page,my goods my cattle,2019-01-22 22:12:02
glennrules,45 minutes long this story,2019-01-22 22:12:02
mitsukara,"i'd trust the fifth doctor more than i'd t rust the fourth doctor, if i met",2019-01-22 22:12:02
mcflyhigh86,why the celery?,2019-01-22 22:12:10
rafael_de8,nice,2019-01-22 22:12:12
redqueenanya,fifth is lovely... i'm not too big a fan of 6th.,2019-01-22 22:12:15
wonderchemist,trial by combat!,2019-01-22 22:12:15
michebelfast,why are we all sitting on the same side of the table when television hasn't been invented yet?,2019-01-22 22:12:17
zekrown_,on the,2019-01-22 22:12:18
ezco81,dreeeam sweet dreams,2019-01-22 22:12:19
happydoesntstream,^^^,2019-01-22 22:12:19
majestyc2k1,i said goodnight!,2019-01-22 22:12:19
dimfringes,sweet dreams,2019-01-22 22:12:20
cookiemonster523,why is it always about midevil times?,2019-01-22 22:12:20
jovetne,gerald flood's voice is great though,2019-01-22 22:12:20
pup314,davison was tennant's doctor.,2019-01-22 22:12:24
howel,are made of this,2019-01-22 22:12:24
kineticpause,the mountain,2019-01-22 22:12:24
jphamlore,peter davison as the fifth doctor tried his for all creatures great and small.,2019-01-22 22:12:25
toratora_tt,sweet dreams,2019-01-22 22:12:28
johnniles,sourpls,2019-01-22 22:12:31
mitsukara,but the fourth doctor is hard to top for hilarity,2019-01-22 22:12:33
jovetne,@mcflyhigh86 it will be explained in a few serials from now,2019-01-22 22:12:36
hayleymdraws,the synth asjhdhfjksl,2019-01-22 22:12:40
valeyard_x,i really hope that isn't the master,2019-01-22 22:12:42
arbitrary_dmz,"colin grew on me. hated him when watched it originally, but now think he was saddled with a difficult jarring plot and storyline",2019-01-22 22:12:42
roaminganon,:( adric music,2019-01-22 22:12:46
zekrown_,clap,2019-01-22 22:12:49
fr4gal0t,where's the holy hand grenade?,2019-01-22 22:12:50
hobbitdude13,"@mitsukara 4 is a bit abrasive at times, 5 seems more empathic",2019-01-22 22:12:50
mclarenmercedes_,i wish the fifth doctor had a bit more of a personality,2019-01-22 22:12:53
drakooooon,:) music,2019-01-22 22:12:53
vivtheimplier,medieval synth,2019-01-22 22:12:54
laura_page,"every new doctor is a rejection of the previous regeneration, it's a theory that holds water",2019-01-22 22:12:54
metebelis3,make way for 12 and his archery skills,2019-01-22 22:12:58
ram99a,put on your helmets lads,2019-01-22 22:12:59
mightyjone,meanwhile in croydon...,2019-01-22 22:13:02
dyveklykan,joust in time.,2019-01-22 22:13:03
jovetne,@valeyard_x keep hoping,2019-01-22 22:13:03
southernuk,is this blackadder the alternate series?,2019-01-22 22:13:05
cookiemonster523,"the 4th one was the doc, but the 3rd had the stories",2019-01-22 22:13:05
mogunsnammo,im back again yall,2019-01-22 22:13:05
dammititsnate,he gon die,2019-01-22 22:13:06
szmitten,"what episode was ""is this necessary?"" from?",2019-01-22 22:13:07
ataletold,sontaren wannabes,2019-01-22 22:13:11
hayleymdraws,horsies,2019-01-22 22:13:13
redqueenanya,"michebelfast in case of court jesters were probably the real reason, but i prefer thinking they sit like that - just in case a wild painter comes by.",2019-01-22 22:13:13
pup314,downton abbey this isn't,2019-01-22 22:13:16
mrkaharvey,"anthony anly played so many characters, all of the master",2019-01-22 22:13:18
toratora_tt,and is sinking fast,2019-01-22 22:13:19
mogunsnammo,so we have had no re runs today straight through davison?,2019-01-22 22:13:20
majestyc2k1,"the book of aramaments, chap 2, versus 9-21",2019-01-22 22:13:21
ram99a,you didn't just joust in time us did you?,2019-01-22 22:13:22
bitstorm_,king is not a nice man,2019-01-22 22:13:23
ewalden,all we lack now is trial by tardis,2019-01-22 22:13:23
kinhalchemist,adric :(,2019-01-22 22:13:23
vivtheimplier,damn larpers,2019-01-22 22:13:24
jovetne,@szmitten terminus (part 4),2019-01-22 22:13:25
dyveklykan,terminus,2019-01-22 22:13:25
gridbug,of spare medieval costumes at the bbc,2019-01-22 22:13:27
rafael_de8,@szmitten terminus,2019-01-22 22:13:30
drakooooon,:),2019-01-22 22:13:32
jynersolives,"so far the 5th doctor had no really bad serial, really intense stuff, well acted. quite enjoying his run!",2019-01-22 22:13:38
brickie78,crikey but this incidental music is intrusive. i'll never be rude about again.,2019-01-22 22:13:38
sleepydog404,im expecting dave lister with his cheat codes,2019-01-22 22:13:38
savoymills,adric >>>>>>>>>>>>>> turlough,2019-01-22 22:13:40
dimfringes,this is barbaric !,2019-01-22 22:13:42
szmitten,@jovetne thanks @rafael_de8,2019-01-22 22:13:42
ram99a,larping run amok,2019-01-22 22:13:43
hobbitdude13,larpers in an open field ned,2019-01-22 22:13:43
anesthesiacat,that's just a stick,2019-01-22 22:13:47
jovetne,"@mogunsnammo the last of davison plays out, and then repeats.",2019-01-22 22:13:48
widerbeets,women dont understand how important jousting is,2019-01-22 22:13:49
xeneri,i'm just here for the master ...,2019-01-22 22:13:52
strawberryrosegarden,renfest :p,2019-01-22 22:13:55
michebelfast,@redqueenanya haha!,2019-01-22 22:13:57
redqueenanya,"laura_page i'd more say a reaction, though that's more in recent years, and used as a plot point.",2019-01-22 22:14:01
mightyjone,sir lanced a lot,2019-01-22 22:14:01
ram99a,demon blue box,2019-01-22 22:14:03
dimfringes,"oh no you didn""t !!",2019-01-22 22:14:05
jovetne,the blue engine!,2019-01-22 22:14:07
xeneri,we sure don't!,2019-01-22 22:14:07
kdoomed,perfectly normal,2019-01-22 22:14:13
ram99a,outfit change alert,2019-01-22 22:14:16
toratora_tt,more thrust captain!,2019-01-22 22:14:16
vivtheimplier,tegan that outfit,2019-01-22 22:14:19
hayleymdraws,there's no cause for alarm! it's just a blue box!,2019-01-22 22:14:20
danfan69,heathrow 1981,2019-01-22 22:14:22
dyveklykan,pop art.,2019-01-22 22:14:23
ironvos,"ohno, the doctor broke their immersion",2019-01-22 22:14:23
terry_cooper,tis sir doctor of tardis!,2019-01-22 22:14:23
majestyc2k1,sir loin of beef,2019-01-22 22:14:24
xhodocto385,demonic box,2019-01-22 22:14:30
southernuk,that top! a modern art masterpiece,2019-01-22 22:14:34
mogunsnammo,tremendous,2019-01-22 22:14:34
mistersp00n,doctor is lying. he likes earth :),2019-01-22 22:14:34
kineticpause,1215,2019-01-22 22:14:35
thedoctoroftheuniverse,the lighting is good in the console room here,2019-01-22 22:14:42
polaritylolol,so he,2019-01-22 22:14:43
roaminganon,the tardis takes the doctor where he's meant to be :),2019-01-22 22:14:43
drakooooon,:) why go out?,2019-01-22 22:14:46
changewinds,"ooh, what a clash of colors",2019-01-22 22:14:47
vivtheimplier,80s intensifies,2019-01-22 22:14:47
jeckwelf,i really wish they could steam five doctors,2019-01-22 22:14:47
ooevil_goatoo369,none shall pass,2019-01-22 22:14:49
reeve2,what a ghastly outfit,2019-01-22 22:14:49
rafael_de8,england 1215 :p,2019-01-22 22:14:50
cmc12345678war910111213,"cowincedance the doctor landing there :) , it's like someone planned it",2019-01-22 22:14:51
fuzzycorona,that's... an outfit,2019-01-22 22:14:52
serenity39,stupid apes,2019-01-22 22:14:58
toratora_tt,(spoiler) turlough marries tegan,2019-01-22 22:15:00
hobbitdude13,"hang on, i need to put on this carpet real quick",2019-01-22 22:15:00
gumblejack,king nereus! aquaman crossover!,2019-01-22 22:15:01
ezco81,justin bieber companion,2019-01-22 22:15:05
mclarenmercedes_,the master,2019-01-22 22:15:07
mistersp00n,"ah, my deeeeemons?",2019-01-22 22:15:10
spidweb,cringing caitiffs!,2019-01-22 22:15:13
mclarenmercedes_,it has to be,2019-01-22 22:15:13
ram99a,bid a ten dance,2019-01-22 22:15:14
comedyfish_twitch,that ginge looked familiar,2019-01-22 22:15:14
pup314,time to sign magna carta.,2019-01-22 22:15:18
cmc12345678war910111213,@roaminganon where the master is,2019-01-22 22:15:19
anesthesiacat,too right,2019-01-22 22:15:24
jovetne,:d tegan,2019-01-22 22:15:25
jynersolives,"oi, the master. who would have thought?",2019-01-22 22:15:25
thedoctoroftheuniverse,no spoilers,2019-01-22 22:15:27
ram99a,you're hallucinating - i'm sure he's not here.,2019-01-22 22:15:35
mightyjone,sir charge of tax,2019-01-22 22:15:36
pistachius,"hey, is that king waldur frey from got?",2019-01-22 22:15:40
zekrown_,progressive king :),2019-01-22 22:15:42
spidweb,king john welcomes you to the renaissance festival! huzzah!,2019-01-22 22:15:42
jphamlore,it's too bad it's itv because it would be absolutely hilarious to have jenna coleman play queen victoria on dr who.,2019-01-22 22:15:43
drakooooon,:),2019-01-22 22:15:45
comanderskittles,tegen have 4s scarf on,2019-01-22 22:15:50
brian5069,the master.,2019-01-22 22:15:52
southernuk,knight vat,2019-01-22 22:15:53
lyk2,is it wrong of me to expect monty python and the holy grail to happen?,2019-01-22 22:15:58
wonderchemist,what did he lose in the wash?,2019-01-22 22:15:59
mclarenmercedes_,"@ram99a yeah, maybe it's just me then",2019-01-22 22:15:59
roaminganon,tegan's the ryan of important history :d,2019-01-22 22:15:59
jive_turkey1999,definitely not the master :),2019-01-22 22:16:01
tundralegand_tv,what dis,2019-01-22 22:16:06
hayleymdraws,lord doctor asjhdfgdksaldf,2019-01-22 22:16:09
id6016,lord doctor,2019-01-22 22:16:11
laura_page,"@redqueenanya i see your point but i'd argue that every new doctor classic included are reactions to their recently previous self, patrick was just a fun uncle and pertwee was james bond with time travel",2019-01-22 22:16:11
tranpanzer,lord doctor,2019-01-22 22:16:17
danfan69,kord doctor,2019-01-22 22:16:19
mightyjone,sir tegan of oz,2019-01-22 22:16:28
metebelis3,you are demons,2019-01-22 22:16:31
qwurky1,build a bridge out of 'er,2019-01-22 22:16:32
roaminganon,"speaking of which, i really should have streamed rosa yesterday",2019-01-22 22:16:33
lieslieslies,metal \m/,2019-01-22 22:16:36
ram99a,yay,2019-01-22 22:16:37
terry_cooper,@majestyc2k1 sir loin of beef is the funneist thing i've ever heard! than kyou!,2019-01-22 22:16:48
polaritylolol,clap clap,2019-01-22 22:16:49
southernuk,"no doctor, you are the demons",2019-01-22 22:16:53
drakooooon,:),2019-01-22 22:16:54
mitsukara,"no john, you are the demons.... then, john was a zombie",2019-01-22 22:16:55
vg_tizby,oof,2019-01-22 22:16:56
cjmac_,oof,2019-01-22 22:16:57
kineticpause,joust,2019-01-22 22:17:00
peaeyeennkay,"surely the correct name for the doctor here is ""wizened wise old woman"".",2019-01-22 22:17:00
aquatzar,you can't just mend a person!,2019-01-22 22:17:01
southernuk,oof,2019-01-22 22:17:01
ezco81,finish him!,2019-01-22 22:17:02
zekrown_,oof,2019-01-22 22:17:03
mightyjone,the pointy stick of fear,2019-01-22 22:17:03
roaminganon,it's the bud knight :),2019-01-22 22:17:04
xeneri,"we're all here for kamelion! no, wait ...",2019-01-22 22:17:04
hayleymdraws,waahsdgfjklsadhgf,2019-01-22 22:17:04
strawberryrosegarden,oof,2019-01-22 22:17:07
jphamlore,i'm curious now if the master and the meddling monk would actually be mortal enemies.,2019-01-22 22:17:08
handcancel,@laura_page true who fans see the good in all doctors,2019-01-22 22:17:08
altplusw,oof,2019-01-22 22:17:09
dezbryantdagoat,gachibass clap,2019-01-22 22:17:11
sincerelysulu,"fyi lilith was considered a mouthy, disobedient woman...",2019-01-22 22:17:11
polaritylolol,you are teh demons,2019-01-22 22:17:12
mitsukara,or possibly nyssa and tegan were zombies,2019-01-22 22:17:12
serenity39,@qwurky1 :d,2019-01-22 22:17:13
